player_name,team,season,age,games_played,games_started,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pt_pct,ft_pct,usage_rate,per,true_shooting_pct,bpm,vorp
Shai Phillips,GSW,2021-22,28,70,69,22.7,16.7,6.2,1.1,1.0,0.7,2.6,0.434,0.413,0.743,17.8,15.2,0.545,-0.7,2.2
Jordan Stewart,CHA,2021-22,22,33,7,20.3,12.5,4.9,11.0,1.1,0.6,4.8,0.381,0.304,0.736,18.8,12.8,0.496,3.8,2.9
Joel Green,MIA,2021-22,29,57,41,24.6,12.9,7.2,2.4,2.1,0.1,3.8,0.406,0.372,0.864,21.7,15.7,0.574,-0.5,3.5
LaMelo Taylor,BKN,2021-22,31,53,19,23.9,8.7,8.2,4.9,0.9,1.5,2.5,0.546,0.317,0.764,15.4,9.6,0.515,7.3,0.5
Jalen Thomas,DEN,2021-22,24,72,0,29.6,9.9,4.5,2.0,0.9,0.2,3.0,0.452,0.32,0.663,20.6,12.1,0.629,1.8,4.3
Marcus Wilson,MIL,2021-22,19,72,8,18.3,9.4,4.1,0.2,1.2,0.7,2.7,0.439,0.311,0.714,17.6,13.7,0.501,-4.6,-0.5
Chris Wilson,WAS,2021-22,36,30,0,12.5,13.3,3.7,2.9,1.2,0.8,1.4,0.455,0.383,0.811,33.4,13.7,0.527,-0.7,0.6
Jayson Taylor,NOP,2021-22,35,75,70,20.8,12.0,0.7,2.4,1.1,0.5,2.6,0.419,0.406,0.795,23.1,10.7,0.499,-4.8,0.4
James Parker,UTA,2021-22,20,30,8,28.2,11.9,7.7,3.7,1.0,0.2,1.0,0.385,0.347,0.682,18.1,18.4,0.613,-1.7,0.4
Fred Thompson,NYK,2021-22,26,32,21,36.2,15.6,1.6,0.2,1.0,0.5,3.1,0.41,0.403,0.704,33.0,13.1,0.587,1.7,3.5
Zach Carter,GSW,2021-22,20,38,7,25.5,24.1,8.2,5.8,1.3,0.2,2.4,0.519,0.367,0.702,30.2,19.3,0.592,1.8,4.4
DeAndre Young,SAC,2021-22,31,76,45,27.7,10.5,0.5,5.9,1.1,0.2,1.0,0.458,0.291,0.679,34.9,9.3,0.484,-6.6,2.0
Jordan Edwards,HOU,2021-22,29,62,0,24.7,7.4,4.3,6.0,1.8,1.6,1.8,0.402,0.335,0.85,20.8,10.3,0.524,-5.2,-0.8
Jrue Hill,CHA,2021-22,24,31,28,24.2,4.6,8.3,4.6,0.8,0,2.2,0.426,0.333,0.777,17.4,16.9,0.613,3.6,1.7
Julius Turner,GSW,2021-22,23,56,33,34.7,4.4,6.1,7.5,1.0,0.9,2.9,0.433,0.406,0.713,26.5,19.3,0.556,-3.0,2.2
Kyle Hill,CHI,2021-22,26,20,6,24.0,18.2,10.0,0.8,1.2,0.7,0.8,0.423,0.404,0.68,29.5,12.9,0.575,-0.9,0.7
Andre Brown,GSW,2021-22,36,27,2,29.1,19.2,6.8,0.5,1.2,0.9,2.9,0.456,0.312,0.676,20.8,17.8,0.507,-4.6,2.1
Jrue Jackson,PHX,2021-22,33,44,30,24.6,17.3,7.9,4.3,0.9,0,2.7,0.407,0.346,0.776,22.7,20.7,0.591,-1.4,-1.0
Kevin Murphy,WAS,2021-22,23,47,33,21.2,15.2,1.4,1.8,1.3,1.0,2.7,0.419,0.369,0.889,22.6,16.9,0.647,3.6,-1.1
Nikola Anderson,BOS,2021-22,26,79,20,31.3,19.0,8.3,6.0,0.4,0.4,1.9,0.442,0.321,0.856,18.1,15.9,0.62,1.5,0.5
LaMelo Anderson,DEN,2021-22,24,31,15,29.9,23.1,6.9,0.2,1.5,0.5,3.0,0.397,0.355,0.815,26.3,17.1,0.648,1.7,3.3
Pascal Brown,PHI,2021-22,24,52,0,12.0,13.4,4.5,3.5,0.7,0.6,2.2,0.416,0.342,0.837,16.8,12.6,0.576,4.1,3.2
Donovan Brown,OKC,2021-22,30,53,18,36.4,16.5,5.9,6.3,1.2,1.0,3.1,0.446,0.343,0.748,18.5,18.3,0.615,1.5,0.6
Kyle Baker,IND,2021-22,23,39,37,22.0,8.1,3.3,1.5,0.7,0.9,2.4,0.517,0.416,0.772,19.9,19.7,0.519,3.3,-1.0
Giannis Evans,DET,2021-22,29,82,54,20.8,11.3,4.7,0.7,0.9,0.6,2.1,0.391,0.37,0.685,30.2,13.9,0.612,2.3,3.6
Jalen Thomas,MIL,2021-22,28,20,13,35.6,13.0,10.4,0.4,0.8,0.8,3.0,0.483,0.374,0.9,22.7,26.3,0.515,1.7,2.2
Marcus Evans,SAC,2021-22,25,21,0,22.1,14.5,7.3,7.8,1.3,0.8,1.7,0.383,0.315,0.903,17.5,9.1,0.537,-4.0,3.0
Ja Young,UTA,2021-22,22,23,3,32.0,7.8,3.4,5.8,1.4,0.4,1.5,0.522,0.3,0.676,31.1,22.7,0.543,0.9,1.4
Malik Brown,MIN,2021-22,33,54,17,25.9,2,9.4,3.4,1.4,1.0,2.7,0.438,0.354,0.757,27.4,14.7,0.609,-2.2,-0.1
Bam Campbell,SAC,2021-22,23,57,37,26.6,17.2,4.4,4.8,1.1,0.2,2.0,0.483,0.382,0.882,17.0,16.2,0.571,2.0,5.1
Tyrese Evans,POR,2021-22,33,50,23,25.3,6.0,5.3,1.0,0.7,1.1,2.1,0.495,0.297,0.744,31.5,6.2,0.543,-4.6,3.4
Damian Roberts,GSW,2021-22,31,35,11,25.0,20.0,3.6,0.2,1.4,0,3.2,0.515,0.345,0.717,19.9,5.3,0.519,-1.0,3.9
Brandon Parker,LAC,2021-22,32,81,73,33.1,8.7,0.5,8.3,1.3,0.1,0.7,0.4,0.357,0.846,18.5,17.2,0.535,0.8,0.0
Jayson Jackson,MIL,2021-22,20,39,26,17.4,13.4,3.7,4.4,0.7,0.8,1.5,0.418,0.336,0.832,21.2,10.5,0.483,-0.4,3.2
Ja Cook,DAL,2021-22,32,62,0,32.7,17.7,6.0,10.1,1.1,1.3,3.1,0.501,0.391,0.881,23.8,10.6,0.537,-6.6,2.7
Nikola Baker,SAS,2021-22,26,78,27,28.5,7.6,1.0,5.1,1.4,0.8,1.8,0.53,0.388,0.869,27.1,12.1,0.634,-2.4,0.7
Donovan Baker,MIN,2021-22,34,30,12,31.5,11.6,5.9,7.3,1.2,0.4,3.8,0.425,0.285,0.906,22.9,19.2,0.561,3.9,-0.5
Pascal Baker,UTA,2021-22,32,22,20,38,13.9,6.9,7.4,1.1,0,1.6,0.514,0.358,0.858,32.3,11.0,0.572,1.2,-1.7
Marcus White,MIL,2021-22,29,26,15,29.4,11.3,6.8,6.7,0.8,0.9,2.1,0.386,0.295,0.714,21.4,15.5,0.539,-0.2,3.1
Luka Allen,IND,2021-22,23,41,6,15.0,4.4,0.6,3.2,1.6,0.1,0.3,0.449,0.281,0.847,27.6,17.7,0.625,-1.0,3.8
Andre Baker,MIN,2021-22,26,34,28,18.3,2,11.5,3.3,0.5,1.3,1.7,0.508,0.372,0.67,16.0,8.0,0.551,-0.6,-0.6
Julius Edwards,CHI,2021-22,30,56,55,10.6,14.8,7.0,0.2,0.9,0,1.2,0.527,0.339,0.86,24.1,15.1,0.612,-0.5,4.0
Cade Miller,CLE,2021-22,31,33,5,19.0,15.5,5.9,6.4,1.6,0.6,1.4,0.401,0.357,0.815,17.7,12.4,0.59,-2.7,0.6
Trae Adams,HOU,2021-22,29,35,4,26.9,10.1,2.7,3.5,0.9,0,0.7,0.494,0.324,0.692,26.1,19.9,0.589,-0.0,1.4
Domantas Jackson,DET,2021-22,26,28,22,34.5,3.3,0.5,2.7,0.9,1.0,2.5,0.522,0.376,0.879,23.2,14.8,0.507,3.8,1.1
Zach Allen,IND,2021-22,23,51,34,22.3,6.3,7.5,0.7,0.7,0.4,1.6,0.526,0.416,0.89,16.4,12.4,0.543,0.8,3.7
Marcus Parker,TOR,2021-22,23,48,7,37.9,11.9,3.9,1.9,1.7,0.2,0.6,0.526,0.297,0.653,16.6,17.7,0.58,-0.2,0.5
Cade Hill,DET,2021-22,19,28,24,21.0,6.5,5.6,2.2,1.9,0.7,2.1,0.533,0.39,0.908,28.9,5.1,0.497,-0.6,2.3
Brandon Reed,MIA,2021-22,25,62,61,27.9,20.7,6.3,1.1,1.9,0.5,1.1,0.39,0.3,0.857,17.3,18.9,0.617,1.0,3.6
CJ King,PHI,2021-22,25,52,10,12.3,18.7,4.0,3.6,1.1,0.2,1.2,0.403,0.333,0.87,25.3,13.0,0.524,-2.8,0.8
Damian Green,MIL,2021-22,26,45,35,30.0,19.1,1.3,4.1,1.9,0.1,4.5,0.478,0.361,0.768,18.4,20.5,0.537,-1.9,5.9
LaMelo Campbell,ORL,2021-22,26,35,26,38,14.4,2.9,5.0,1.4,1.1,2.8,0.503,0.417,0.863,34.8,13.2,0.614,1.2,1.0
Malik Hill,DEN,2021-22,23,46,13,25.0,15.1,3.2,1.9,1.2,0.4,2.5,0.513,0.303,0.788,30.6,17.8,0.507,5.5,2.5
Tyrese Murphy,CHA,2021-22,34,59,8,37.5,8.0,4.5,4.7,0.7,0.6,1.6,0.498,0.284,0.66,17.1,17.9,0.581,-8.1,0.5
Jordan Mitchell,CLE,2021-22,27,25,1,27.9,7.7,5.5,7.8,1.9,0,4.0,0.394,0.333,0.736,18.7,15.1,0.538,-2.7,-1.8
Luka Murphy,ATL,2021-22,24,39,4,31.0,10.5,7.3,3.5,1.4,0.6,1.6,0.388,0.386,0.658,18.5,9.5,0.634,-4.5,1.5
Darius Edwards,CHA,2021-22,24,67,14,26.7,23.3,9.7,5.4,0.9,0.4,2.2,0.549,0.374,0.84,27.0,10.4,0.561,-1.2,4.8
Tyler Morris,DEN,2021-22,22,78,14,27.7,3.8,0.5,0.2,1.8,0,3.0,0.471,0.406,0.796,27.4,11.9,0.569,4.7,-1.9
Jrue Campbell,CHA,2021-22,21,22,0,21.1,2,6.3,4.6,0.4,0,0.4,0.38,0.343,0.837,24.6,28.2,0.592,-1.1,0.8
CJ Hill,WAS,2021-22,23,79,50,27.0,20.5,5.1,5.0,0.1,1.0,2.6,0.496,0.297,0.854,30.8,13.8,0.521,2.7,-0.2
Andre Phillips,SAC,2021-22,26,49,34,22.4,17.9,0.5,0.9,1.2,0.5,2.8,0.534,0.305,0.739,17.4,13.0,0.495,-1.0,0.7
Luka Cook,GSW,2021-22,28,39,39,19.3,8.7,5.5,6.3,1.6,0.9,1.6,0.446,0.308,0.751,23.4,23.4,0.508,2.1,3.3
Brandon Hill,ORL,2021-22,30,75,13,32.7,12.1,1.5,5.5,0.7,0.2,2.5,0.48,0.397,0.902,32.4,9.3,0.629,-4.1,-2.3
Shai Taylor,DAL,2021-22,26,26,14,35.5,24.1,2.4,3.4,0.5,0.6,0.5,0.399,0.397,0.896,17.2,13.1,0.612,3.5,2.0
Pascal Thompson,NOP,2021-22,23,74,22,14.7,17.8,2.4,8.0,2.3,0.8,2.6,0.421,0.405,0.906,35.0,9.8,0.593,5.5,3.8
Joel Campbell,BOS,2021-22,28,42,11,21.3,18.4,5.2,3.1,1.1,0.8,2.0,0.395,0.414,0.748,34.5,11.6,0.526,-1.6,-2.8
Chris Wilson,BOS,2021-22,23,71,43,32.1,13.6,6.1,2.1,1.3,0.4,1.7,0.508,0.292,0.885,15.3,8.7,0.533,-0.6,7.2
DeAndre Green,MEM,2021-22,33,53,46,24.8,13.2,6.2,2.6,0.4,0.7,2.8,0.412,0.331,0.672,29.4,18.1,0.492,-1.0,-0.7
Malik Evans,GSW,2021-22,30,22,4,22.1,18.8,11.2,5.0,0.8,0.6,1.4,0.518,0.296,0.839,29.0,13.9,0.647,1.9,0.4
LaMelo Jackson,LAC,2021-22,20,42,22,23.4,22.5,9.7,6.3,1.3,0.5,3.9,0.519,0.355,0.803,26.9,22.5,0.503,-4.2,1.2
Andre Cook,DEN,2021-22,25,57,25,16.9,24.6,4.1,2.4,1.5,0.7,3.6,0.5,0.409,0.679,29.8,11.9,0.634,-1.7,0.2
Kevin Carter,MIL,2021-22,22,29,2,19.9,16.1,4.3,1.3,0.7,0.9,3.7,0.481,0.345,0.827,32.1,16.4,0.55,4.8,1.2
Zion Davis,CHA,2021-22,22,63,55,19.5,13.7,2.3,0.2,1.8,0.1,0.3,0.39,0.338,0.751,31.6,22.9,0.51,1.4,2.1
Nikola Evans,GSW,2021-22,21,21,17,38,10.8,8.6,6.6,1.2,0.3,3.3,0.507,0.288,0.754,23.2,13.3,0.488,1.3,3.3
Bam Reed,OKC,2021-22,31,63,60,27.8,17.7,6.6,6.3,1.2,0.9,2.3,0.528,0.365,0.693,18.8,9.1,0.492,3.1,0.3
Jalen Young,NYK,2021-22,22,41,27,31.6,18.0,3.8,7.2,1.1,0.4,3.9,0.531,0.363,0.907,32.7,17.9,0.52,4.0,1.6
Damian Miller,PHI,2021-22,27,65,39,21.1,17.1,8.6,7.2,0.7,0.9,1.8,0.518,0.356,0.862,16.6,16.7,0.615,-3.5,1.2
Kyle Morris,UTA,2021-22,28,63,43,34.9,16.3,3.6,6.9,0.7,0.8,2.5,0.481,0.353,0.752,18.1,14.6,0.496,2.6,2.4
Donovan Taylor,SAS,2021-22,22,54,32,23.0,18.6,3.9,2.8,1.1,0.5,0.9,0.474,0.342,0.858,26.9,14.1,0.557,1.0,2.4
Tyrese Phillips,NOP,2021-22,24,30,27,27.8,24.9,5.2,3.6,1.4,0.1,2.1,0.537,0.411,0.851,27.0,10.6,0.597,0.1,3.1
Chris Young,MIL,2021-22,19,41,38,27.7,19.4,10.6,3.1,0.8,0.6,3.3,0.476,0.379,0.668,28.5,12.5,0.574,7.1,-0.4
Pascal Thompson,POR,2021-22,31,30,11,19.7,28.7,1.5,5.2,1.2,0.3,1.5,0.506,0.413,0.781,29.7,16.6,0.583,3.6,-0.1
DeMar White,MIN,2021-22,24,39,13,10.6,9.9,6.7,1.7,0.4,0.5,1.3,0.491,0.317,0.71,22.3,13.3,0.636,-2.3,3.3
Joel Thomas,PHX,2021-22,36,66,6,16.4,21.7,7.5,1.8,1.0,0.2,0.9,0.526,0.363,0.742,28.8,13.2,0.519,-2.1,-2.3
Chris Stewart,ATL,2021-22,29,25,6,15.5,20.0,2.9,6.0,0.7,1.1,3.0,0.418,0.357,0.711,30.3,13.4,0.526,-0.0,3.8
CJ Martin,SAC,2021-22,29,43,1,14.3,13.0,7.9,5.5,1.7,0,3.0,0.386,0.413,0.751,32.5,18.7,0.522,-1.9,1.8
Jalen Harris,LAC,2021-22,22,26,26,38,4.4,0.5,0.9,0.9,0.5,1.8,0.459,0.358,0.821,20.3,16.4,0.643,-0.6,-1.6
Giannis Phillips,LAC,2021-22,26,80,55,35.4,19.7,4.5,2.8,1.4,1.2,3.2,0.507,0.38,0.667,23.3,13.0,0.594,0.4,1.7
Jalen Baker,DEN,2021-22,34,76,43,30.5,13.4,0.5,7.5,1.6,0.5,3.2,0.444,0.321,0.888,29.6,7.8,0.529,0.8,2.1
Jaylen Williams,OKC,2021-22,36,24,9,23.1,12.9,3.6,3.2,1.0,0.4,3.2,0.389,0.403,0.817,29.6,14.4,0.527,5.8,-0.0
Joel Anderson,SAS,2021-22,24,57,17,18.6,14.8,3.4,0.2,1.1,1.2,4.5,0.393,0.351,0.866,34.0,22.0,0.524,-5.5,2.1
James Martin,IND,2021-22,27,41,22,32.5,15.2,0.5,2.5,0.8,1.0,0.5,0.409,0.299,0.661,27.7,11.8,0.532,-0.6,0.6
Jrue Campbell,HOU,2021-22,22,50,33,23.5,21.0,0.5,3.8,0.9,0,1.7,0.411,0.283,0.86,19.0,14.8,0.565,0.0,4.4
Nikola Phillips,NYK,2021-22,25,64,18,24.3,14.9,4.7,5.8,1.4,0.9,1.7,0.434,0.318,0.802,19.0,19.3,0.622,-1.4,-0.2
Jayson Green,WAS,2021-22,25,34,13,31.4,12.4,4.2,0.2,0.9,0.3,0.9,0.432,0.403,0.904,24.8,14.3,0.576,0.1,4.0
Jalen Morris,CHA,2021-22,27,23,4,18.8,12.0,2.5,4.4,1.6,0.4,3.3,0.527,0.419,0.807,22.8,11.7,0.614,-3.6,0.2
Zach Young,SAS,2021-22,27,26,5,28.7,15.6,4.1,2.3,1.8,0.6,0.7,0.549,0.362,0.806,27.0,14.9,0.606,-4.9,-0.1
Malik Wilson,DET,2021-22,29,22,6,27.9,12.8,5.0,5.8,1.7,1.5,1.9,0.41,0.331,0.744,19.2,15.2,0.536,-6.6,-0.9
Trae Miller,BKN,2021-22,34,82,13,23.6,12.4,4.4,1.9,1.3,0,3.4,0.472,0.335,0.901,17.2,14.0,0.492,1.9,1.8
Devin Turner,HOU,2021-22,27,32,20,32.5,17.1,9.3,3.0,1.4,0.3,2.1,0.441,0.287,0.794,21.2,10.3,0.556,-1.6,0.3
Jayson White,BKN,2021-22,23,59,11,23.3,22.0,4.2,4.0,1.0,1.7,3.1,0.533,0.393,0.658,17.5,8.1,0.526,-1.9,2.9
Shai Young,BOS,2021-22,21,59,39,27.2,10.4,2.2,4.8,1.0,0.3,1.6,0.443,0.371,0.794,24.3,3.4,0.64,0.6,-2.1
Giannis Thomas,ATL,2021-22,20,24,5,13.3,21.6,3.4,2.0,1.6,1.6,2.6,0.421,0.344,0.689,33.3,10.5,0.503,-1.1,3.5
Kevin Johnson,PHX,2021-22,35,69,54,27.2,18.1,4.7,3.3,2.0,1.0,2.6,0.5,0.39,0.878,23.9,17.1,0.591,-1.7,-1.2
CJ Wilson,WAS,2021-22,23,63,0,11.9,10.0,6.1,2.6,1.3,1.0,2.3,0.49,0.301,0.899,30.0,17.1,0.487,2.0,0.8
Pascal Jackson,DAL,2021-22,22,37,22,36.5,4.2,5.3,1.9,0.2,0.2,0.6,0.403,0.364,0.66,18.7,14.5,0.539,-4.1,0.9
Devin Mitchell,MIA,2021-22,33,31,6,32.3,18.2,0.5,2.3,1.5,0.6,2.3,0.438,0.353,0.884,29.2,18.7,0.629,4.6,2.0
Zion Parker,NOP,2021-22,23,72,69,28.6,14.7,4.4,1.1,1.0,0,2.3,0.433,0.419,0.754,29.4,17.6,0.525,2.0,3.5
Tyrese Johnson,ORL,2021-22,32,53,32,21.9,10.4,0.5,0.2,0.8,0.7,1.4,0.464,0.372,0.737,25.5,21.5,0.562,3.8,0.7
CJ Williams,PHX,2021-22,22,23,16,28.6,15.7,5.4,1.2,1.1,1.1,2.1,0.533,0.318,0.899,22.6,4.7,0.515,0.9,2.2
Anthony Mitchell,NOP,2021-22,23,73,44,36.0,14.3,6.8,3.4,2.2,0.9,1.4,0.412,0.307,0.81,34.6,23.1,0.512,-2.2,0.6
Zion Allen,DET,2021-22,23,68,63,19.4,17.5,6.8,3.3,1.6,0.6,1.7,0.517,0.362,0.864,18.1,7.1,0.532,-2.6,1.3
Anthony Turner,DET,2021-22,26,40,14,29.4,6.9,5.7,0.6,0.5,1.0,1.1,0.381,0.382,0.77,20.1,18.1,0.533,1.4,4.5
Jrue Brown,NOP,2021-22,26,75,65,20.0,7.2,4.7,1.3,0.9,0.9,2.8,0.418,0.317,0.683,20.4,9.3,0.529,5.5,4.5
CJ Murphy,MIA,2021-22,20,49,47,31.4,12.8,10.2,3.4,1.2,0.5,3.1,0.451,0.382,0.755,15.8,15.9,0.523,2.4,3.5
Bam Murphy,CLE,2021-22,22,34,9,29.0,15.6,5.1,2.5,0.6,1.8,5.7,0.457,0.305,0.755,24.5,14.4,0.59,-1.8,3.9
Julius Moore,BOS,2021-22,34,34,13,17.4,13.5,8.5,3.0,1.6,1.0,2.5,0.458,0.29,0.83,22.0,22.3,0.526,0.6,2.3
Ja Lopez,ATL,2021-22,35,65,43,24.6,6.2,9.4,0.2,0.6,1.1,2.1,0.484,0.345,0.759,25.1,18.5,0.531,-1.2,-0.1
DeAndre Jackson,DET,2021-22,22,32,4,13.0,8.4,6.5,6.1,1.0,0.3,0.8,0.381,0.344,0.773,17.6,17.5,0.598,1.8,2.3
Darius Green,OKC,2021-22,25,24,8,22.9,12.6,4.3,4.3,0.7,0.8,2.8,0.38,0.413,0.809,27.5,12.7,0.485,2.1,1.8
Andre White,LAL,2021-22,23,66,5,13.2,17.4,5.9,2.5,0.6,0.6,3.0,0.507,0.338,0.89,26.5,20.3,0.636,-4.5,0.7
Kyle Turner,NYK,2021-22,27,64,61,33.0,17.4,1.7,5.5,1.1,0.9,3.0,0.436,0.349,0.752,21.9,18.8,0.634,-0.8,-0.3
Brandon Edwards,PHX,2021-22,22,54,5,9.7,10.6,3.2,2.6,0.4,0.6,2.2,0.491,0.322,0.698,21.0,15.4,0.622,-2.0,1.5
Andre Lopez,IND,2021-22,26,62,48,25.6,14.5,9.2,5.3,0.9,0.9,2.0,0.524,0.342,0.748,16.2,15.4,0.52,-3.8,-0.1
Andre Parker,MIL,2021-22,25,34,16,17.5,13.5,4.6,0.2,1.2,0.6,2.0,0.529,0.404,0.879,19.6,16.4,0.568,-0.8,1.6
Domantas Parker,CLE,2021-22,31,73,41,22.2,12.8,5.2,3.4,1.3,0.4,3.7,0.44,0.316,0.908,34.9,23.9,0.536,5.8,3.0
Devin Thompson,DEN,2021-22,26,60,25,25.7,15.7,8.5,3.3,0.6,0.9,5.4,0.416,0.311,0.826,16.0,13.3,0.534,2.8,1.2
Zach Parker,SAC,2021-22,25,73,15,20.2,14.5,6.3,0.3,1.0,1.0,3.1,0.514,0.407,0.678,18.9,24.6,0.532,-4.1,2.6
Jayson Moore,UTA,2021-22,20,50,21,15.2,16.8,0.5,0.2,1.1,1.1,3.7,0.538,0.352,0.69,34.1,18.6,0.649,-1.3,2.8
Jalen Murphy,DAL,2021-22,22,76,20,34.8,22.0,3.9,3.6,0.4,0.7,2.0,0.406,0.321,0.791,17.5,11.8,0.556,-2.9,0.5
Zach Adams,PHX,2021-22,26,65,9,27.8,22.6,5.4,3.4,0.4,0.2,1.8,0.534,0.31,0.781,30.9,25.5,0.54,-2.6,3.5
Zion Thomas,CHI,2021-22,23,40,14,35.8,3.2,1.4,2.9,0.8,1.3,3.0,0.414,0.372,0.835,27.5,11.6,0.63,-3.3,-1.9
Anthony Wilson,CHI,2021-22,32,38,29,37.1,11.3,5.8,0.2,2.1,0.5,2.5,0.416,0.391,0.877,21.9,14.4,0.58,-2.0,1.1
Malik Morris,ATL,2021-22,29,50,28,22.6,11.6,0.9,4.7,0,0.4,1.4,0.446,0.367,0.83,26.8,23.8,0.607,1.8,-0.2
Jayson Harris,CHI,2021-22,22,36,6,14.5,17.2,7.2,5.1,1.3,0,1.6,0.448,0.332,0.771,25.2,18.0,0.533,-3.6,0.6
Darius Davis,DET,2021-22,33,56,45,16.7,18.8,3.2,7.3,1.2,0.4,2.7,0.406,0.412,0.886,20.4,17.5,0.57,3.8,2.3
DeMar Thompson,CHA,2021-22,27,72,31,37.7,11.7,7.8,0.2,1.4,1.0,3.3,0.518,0.288,0.842,29.0,18.0,0.501,4.5,-0.1
Giannis Wilson,CLE,2021-22,20,44,20,22.5,10.7,9.4,2.6,0,0.1,0.3,0.503,0.339,0.699,26.9,17.9,0.578,-4.1,1.2
Zach Johnson,ORL,2021-22,25,81,36,27.1,11.8,8.1,5.5,0.3,0,0.6,0.416,0.328,0.82,24.4,13.2,0.593,-0.0,2.4
Jaylen Mitchell,PHX,2021-22,24,61,28,13.8,10.5,5.3,3.1,1.5,0,4.0,0.46,0.313,0.691,26.9,18.9,0.557,3.0,4.4
Malik Taylor,LAL,2021-22,24,42,41,19.8,18.5,7.6,0.2,2.3,0.7,0.4,0.514,0.346,0.83,27.6,12.0,0.619,2.6,1.9
Giannis Morris,BOS,2021-22,31,24,18,7.0,15.5,10.3,3.9,1.7,0.6,1.2,0.42,0.408,0.806,33.8,18.5,0.624,0.8,6.0
Domantas Mitchell,SAC,2021-22,29,59,37,15.4,21.2,4.6,0.9,1.2,0.7,1.0,0.438,0.403,0.728,19.7,17.5,0.495,1.5,0.6
Jordan Williams,MIA,2022-23,20,32,21,14.7,12.4,10.2,2.9,0.5,1.1,1.6,0.406,0.311,0.664,20.0,11.9,0.587,-2.4,-2.1
Luka Brown,DET,2022-23,22,66,56,33.3,14.1,6.6,0.2,0.3,0.5,2.4,0.419,0.32,0.92,30.1,12.8,0.595,1.7,3.5
Anthony Brown,BKN,2022-23,24,23,17,32.0,24.1,5.0,3.7,0.6,0.4,1.9,0.549,0.295,0.741,25.6,19.5,0.559,-2.8,0.9
DeAndre Nelson,CHA,2022-23,36,38,19,5,11.1,6.0,2.8,1.5,0,2.4,0.514,0.286,0.69,26.2,13.1,0.649,5.8,2.2
Ja Martin,CLE,2022-23,23,42,13,25.1,17.5,4.5,4.7,0.7,1.1,1.1,0.422,0.317,0.669,23.9,14.5,0.512,-2.5,3.2
Darius Collins,SAC,2022-23,23,36,13,21.7,18.3,1.6,2.7,0.9,0.4,2.2,0.453,0.314,0.705,24.8,21.8,0.533,0.1,5.6
Jalen Parker,WAS,2022-23,31,63,60,18.0,12.5,5.3,6.3,1.2,0.1,3.6,0.544,0.336,0.676,21.8,18.8,0.519,-2.3,2.5
Zion Stewart,UTA,2022-23,27,50,10,18.2,16.7,6.7,5.5,0.7,0.9,2.5,0.521,0.342,0.707,31.4,15.0,0.648,-1.4,0.3
Giannis Nelson,CHI,2022-23,25,40,15,15.2,6.3,4.8,0.2,1.4,0.4,2.1,0.548,0.393,0.81,19.9,11.9,0.535,3.4,3.7
James Taylor,TOR,2022-23,23,60,35,21.8,24.9,5.0,1.3,0.9,0.8,1.7,0.477,0.324,0.73,18.6,14.2,0.58,-2.4,0.1
Domantas Moore,GSW,2022-23,24,45,43,35.5,8.7,3.1,5.0,0.6,0.4,1.8,0.546,0.41,0.88,30.5,16.2,0.616,0.7,2.6
Jaylen Baker,LAC,2022-23,20,28,9,17.9,16.5,6.7,2.3,1.9,0.2,2.4,0.5,0.336,0.82,28.8,12.8,0.504,2.6,4.7
James Reed,PHI,2022-23,36,24,6,17.1,27.3,3.6,5.4,1.5,0,3.1,0.435,0.375,0.726,18.6,10.7,0.568,6.7,-0.9
Brandon Miller,OKC,2022-23,19,64,60,13.8,16.7,1.8,3.8,1.4,0,1.9,0.516,0.298,0.912,33.6,13.4,0.58,0.8,7.3
CJ Jackson,MIN,2022-23,36,60,14,33.2,12.4,1.5,2.7,0.8,1.2,1.8,0.459,0.405,0.704,23.5,17.6,0.492,2.4,1.1
Fred Harris,SAC,2022-23,24,55,30,25.4,15.6,6.6,3.3,0.5,0.7,2.2,0.494,0.417,0.827,24.4,4.3,0.552,-0.4,0.7
Damian Turner,OKC,2022-23,29,78,52,36.7,17.9,4.8,0.2,1.4,0.6,1.9,0.507,0.3,0.785,16.7,11.3,0.65,-2.2,0.6
Domantas Young,IND,2022-23,38,23,20,38,15.7,3.3,4.2,0.8,0,2.6,0.442,0.413,0.849,25.1,13.6,0.496,2.1,3.5
Zach Morris,MIL,2022-23,28,37,23,24.4,9.7,0.8,4.1,1.0,0,2.2,0.39,0.285,0.706,28.9,9.2,0.494,-2.3,2.6
Bam Davis,LAC,2022-23,23,66,29,28.6,11.3,2.8,3.2,0.6,1.1,2.5,0.409,0.351,0.665,27.9,17.6,0.513,3.5,0.9
Jayson White,NOP,2022-23,35,66,48,28.5,16.3,1.1,5.5,0.9,0.8,1.1,0.53,0.397,0.723,22.9,18.8,0.53,0.8,1.5
Darius Mitchell,GSW,2022-23,28,82,27,27.8,17.0,3.9,1.2,1.6,0,1.3,0.544,0.417,0.901,17.9,17.6,0.5,1.3,-0.1
Shai Roberts,MIA,2022-23,24,59,8,21.1,22.5,6.2,5.7,1.0,1.3,0.8,0.508,0.355,0.688,19.7,17.7,0.639,-3.2,0.1
DeMar Campbell,UTA,2022-23,27,70,61,27.2,11.0,5.8,3.9,1.2,0.7,1.6,0.54,0.313,0.697,16.3,19.5,0.499,1.9,2.8
